ANO;IBGE;VENDAS;VENDAS_CORRECAO;MUNICIPIO;UF;REGIAO
1992;3548708;6945764;6945764;SAO BERNARDO DO CAMPO;SP;SUDESTE
1992;3550303;176549955;176549955;SAO PAULO;SP;SUDESTE
1992;5208700;13973180;13973180;GOIANIA;GO;CENTRO-OESTE
1992;1100181;1119750;1119750;PIMENTA BUENO;RO;NORTE
1992;2922002;1964585;1964585;MUCURI;BA;NORDESTE
1992;3134202;602400;602400;ITUIUTABA;MG;SUDESTE
1992;3205100;2097360;2097360;VIANA;ES;SUDESTE
1992;3301907;1221830;1221830;ITABORAI;RJ;SUDESTE
1992;3304558;32450384;32450384;RIO DE JANEIRO;RJ;SUDESTE
1992;3503909;2162180;2162180;ARUJA;SP;SUDESTE
1992;3509001;1891850;1891850;CAIEIRAS;SP;SUDESTE
1992;3509508;11501115;11501115;CAMPINAS;SP;SUDESTE
1992;3515702;3864772;3864772;FERRAZ DE VASCONCELOS;SP;SUDESTE
1992;3518701;2907020;2907020;GUARUJA;SP;SUDESTE
1992;3529002;1811010;1811010;MARILIA;SP;SUDESTE
1992;3544303;1292040;1292040;ROSEIRA;SP;SUDESTE
1992;3548503;2439240;2439240;SANTOS;SP;SUDESTE
1992;3551601;96930;96930;SERRA NEGRA;SP;SUDESTE
1992;3552209;2543860;2543860;SOROCABA;SP;SUDESTE
1992;3554007;1876730;1876730;TATUI;SP;SUDESTE
1992;3554104;4718380;4718380;TAUBATE;SP;SUDESTE
1992;5103401;5818900;5818900;CUIABA;MT;CENTRO-OESTE
1992;3304906;4713090;4713090;SAO GONCALO;RJ;SUDESTE
1992;3106209;100125297;100125297;BELO HORIZONTE;MG;SUDESTE
1992;3106705;9194755;9194755;BETIM;MG;SUDESTE
1992;3303306;1254410;1254410;NITEROI;RJ;SUDESTE
1992;3123200;86310;86310;DORES DO INDAIA;MG;SUDESTE
1992;3134407;2339570;2339570;ITURAMA;MG;SUDESTE
1992;3136701;4054130;4054130;JUIZ DE FORA;MG;SUDESTE
1992;3301702;5466320;5466320;DUQUE DE CAXIAS;RJ;SUDESTE
1992;3503305;554230;554230;ARARAS;SP;SUDESTE
1992;3506606;94740;94740;BIRITIBA-MIRIM;SP;SUDESTE
1992;3522601;135390;135390;ITAPIRA;SP;SUDESTE
1992;3523802;31100;31100;ITOBI;SP;SUDESTE
1992;3534405;4727150;4727150;OSASCO;SP;SUDESTE
1992;3536203;26400;26400;PARIQUERA-ACU;SP;SUDESTE
1992;3537200;187550;187550;PEDRO DE TOLEDO;SP;SUDESTE
1992;3546608;1017770;1017770;SANTA FE DO SUL;SP;SUDESTE
1992;3549801;1302080;1302080;SAO JOSE DO RIO PRETO;SP;SUDESTE
1992;3549909;2974345;2974345;SAO JOSE DOS CAMPOS;SP;SUDESTE
1992;4127102;408625;408625;TELEMACO BORBA;PR;SUL
1992;5002702;6265050;6265050;CAMPO GRANDE;MS;CENTRO-OESTE
1992;5102502;225480;225480;CACERES;MT;CENTRO-OESTE
1992;5106800;100380;100380;PORTO DOS GAUCHOS;MT;CENTRO-OESTE
1992;5107911;331685;331685;SORRISO;MT;CENTRO-OESTE
1992;3501604;1489170;1489170;AMERICANA;SP;SUDESTE
1992;3513106;574780;574780;CRAVINHOS;SP;SUDESTE
1992;3513807;6104753;6104753;DIADEMA;SP;SUDESTE
1992;3523900;1555210;1555210;ITU;SP;SUDESTE
1992;3525902;1580915;1580915;JUNDIAI;SP;SUDESTE
1992;3529401;284440;284440;MAUA;SP;SUDESTE
1992;3537404;911450;911450;PEREIRA BARRETO;SP;SUDESTE
1992;3537609;53300;53300;PERUIBE;SP;SUDESTE
1992;3552802;2378590;2378590;TABOAO DA SERRA;SP;SUDESTE
1992;5214408;143360;143360;NAZARIO;GO;CENTRO-OESTE
1992;1302604;20083932;20083932;MANAUS;AM;NORTE
1992;2915600;670590;670590;ITAMARAJU;BA;NORDESTE
1992;3118606;1879895;1879895;CONTAGEM;MG;SUDESTE
1992;3147100;3500;3500;PARA DE MINAS;MG;SUDESTE
1992;3167208;2473655;2473655;SETE LAGOAS;MG;SUDESTE
1992;3205002;2602570;2602570;SERRA;ES;SUDESTE
1992;3303500;10357350;10357350;NOVA IGUACU;RJ;SUDESTE
1992;3304000;1165410;1165410;PIRAI;RJ;SUDESTE
1992;3500004;1749510;1749510;*;SP;SUDESTE
1992;3505707;10290588;10290588;BARUERI;SP;SUDESTE
1992;3506002;1821200;1821200;BAURU;SP;SUDESTE
1992;3518809;5334180;5334180;GUARULHOS;SP;SUDESTE
1992;3523403;2127005;2127005;ITATIBA;SP;SUDESTE
1992;3524400;1805670;1805670;JACAREI;SP;SUDESTE
1992;3524906;1480860;1480860;JAMBEIRO;SP;SUDESTE
1992;3526909;1578605;1578605;LIMEIRA;SP;SUDESTE
1992;3530604;2630640;2630640;MOJI DAS CRUZES;SP;SUDESTE
1992;4103807;101140;101140;CAMBIRA;PR;SUL
1992;4104803;4999840;4999840;CASCAVEL;PR;SUL
1992;4105800;1308675;1308675;COLOMBO;PR;SUL
1992;4106903;21174880;21174880;CURITIBA;PR;SUL
1992;4202309;5979500;5979500;BIGUACU;SC;SUL
1992;4203208;1193500;1193500;CAMBORIU;SC;SUL
1992;4205405;1186120;1186120;FLORIANOPOLIS;SC;SUL
1992;4301609;894880;894880;BAGE;RS;SUL
1992;4304608;19652935;19652935;CANOAS;RS;SUL
1992;4307801;956450;956450;ESTRELA;RS;SUL
1992;4309308;1513550;1513550;GUAIBA;RS;SUL
1992;4314107;4508300;4508300;PASSO FUNDO;RS;SUL
1992;4314409;980620;980620;PELOTAS;RS;SUL
1992;4314905;6292240;6292240;PORTO ALEGRE;RS;SUL
1992;4316401;173190;173190;ROSARIO DO SUL;RS;SUL
1992;4318609;3600;3600;SAO JOSE DO OURO;RS;SUL
1992;1500805;501840;501840;ANANINDEUA;PA;NORTE
1992;2103303;830990;830990;CODO;MA;NORDESTE
1992;2304406;33915093;33915093;FORTALEZA;CE;NORDESTE
1992;2504006;1175790;1175790;CAMPINA GRANDE;PB;NORDESTE
1992;2507501;4169720;4169720;JOAO PESSOA;PB;NORDESTE
1992;2601206;444680;444680;ARCOVERDE;PE;NORDESTE
1992;2611600;6718400;6718400;RECIFE;PE;NORDESTE
1992;2704307;5388640;5388640;MACEIO;AL;NORDESTE
1992;3145603;66720;66720;OLIVEIRA;MG;SUDESTE
1992;3510409;102580;102580;CAPIVARI;SP;SUDESTE
1992;3515001;301720;301720;EMBU;SP;SUDESTE
1992;3538702;4991620;4991620;PIRACICABA;SP;SUDESTE
1992;4301102;162220;162220;ARROIO DOS RATOS;RS;SUL
1992;4308603;250040;250040;GARIBALDI;RS;SUL
1992;4313500;2242320;2242320;OSORIO;RS;SUL
1992;5203902;1356075;1356075;BURITI ALEGRE;GO;CENTRO-OESTE
1992;2105306;1348195;1348195;IMPERATRIZ;MA;NORDESTE
1992;4303105;1347725;1347725;CACHOEIRINHA;RS;SUL
1992;4313402;548070;548070;NOVO HAMBURGO;RS;SUL
1992;4317904;60250;60250;SANTO CRISTO;RS;SUL
1992;4322800;54440;54440;VERANOPOLIS;RS;SUL
1992;1400100;3829958;3829958;BOA VISTA;RR;NORTE
1992;3125700;57320;57320;FELIXLANDIA;MG;SUDESTE
1992;3144801;1398520;1398520;NOVA LIMA;MG;SUDESTE
1992;3170705;405890;405890;VARGINHA;MG;SUDESTE
1992;3205207;1144300;1144300;VILA VELHA;ES;SUDESTE
1992;3507602;455285;455285;BRAGANCA PAULISTA;SP;SUDESTE
1992;3520501;51750;51750;INDAIATUBA;SP;SUDESTE
1992;3522202;636220;636220;ITAPECERICA DA SERRA;SP;SUDESTE
1992;3524302;8000;8000;JABOTICABAL;SP;SUDESTE
1992;3530809;873595;873595;MOJI-MIRIM;SP;SUDESTE
1992;3536505;14146980;14146980;PAULINIA;SP;SUDESTE
1992;3541002;56540;56540;PRAIA GRANDE;SP;SUDESTE
1992;3551008;14200;14200;SAO VICENTE;SP;SUDESTE
1992;4101804;1852185;1852185;ARAUCARIA;PR;SUL
1992;4119509;105225;105225;PIRAQUARA;PR;SUL
1992;4122305;3800;3800;RIO NEGRO;PR;SUL
1992;4125509;1480510;1480510;SAO JOSE DOS PINHAIS;PR;SUL
1992;4127609;1200;1200;TIJUCAS DO SUL;PR;SUL
1992;4219309;85730;85730;VIDEIRA;SC;SUL
1992;4304705;631090;631090;CARAZINHO;RS;SUL
1992;4306600;97860;97860;DOM PEDRITO;RS;SUL
1992;4309200;821430;821430;GRAVATAI;RS;SUL
1992;4310802;485605;485605;IVOTI;RS;SUL
1992;4313305;366820;366820;NOVA PRATA;RS;SUL
1992;4317106;1169590;1169590;SANTANA DO LIVRAMENTO;RS;SUL
1992;4317505;863860;863860;SANTO ANGELO;RS;SUL
1992;4320107;27520;27520;SARANDI;RS;SUL
1992;4321200;431150;431150;TAQUARA;RS;SUL
1992;4322002;614690;614690;TRIUNFO;RS;SUL
1992;4322401;544130;544130;URUGUAIANA;RS;SUL
1992;5201101;443690;443690;ANAPOLIS;GO;CENTRO-OESTE
1992;5211808;937790;937790;JARAGUA;GO;CENTRO-OESTE
1992;5217105;6600;6600;PIRACANJUBA;GO;CENTRO-OESTE
1992;3502805;1533720;1533720;ARACATUBA;SP;SUDESTE
1992;3548902;900900;900900;SAO CARLOS;SP;SUDESTE
1992;3524108;751560;751560;ITUVERAVA;SP;SUDESTE
1992;3543900;2002850;2002850;RIO CLARO;SP;SUDESTE
1992;3557006;181980;181980;VOTORANTIM;SP;SUDESTE
1992;3543404;36733420;36733420;RIBEIRAO PRETO;SP;SUDESTE
1992;3545300;78810;78810;SALTO DE PIRAPORA;SP;SUDESTE
1992;3556204;172670;172670;VALINHOS;SP;SUDESTE
1992;4322606;69170;69170;VENANCIO AIRES;RS;SUL
1992;5002907;150590;150590;CASSILANDIA;MS;CENTRO-OESTE
1992;3146308;289670;289670;PADRE PARAISO;MG;SUDESTE
1992;3170209;22719220;22719220;UBERLANDIA;MG;SUDESTE
1992;3300005;5715235;5715235;*;RJ;SUDESTE
1992;3302407;2330190;2330190;MACAE;RJ;SUDESTE
1992;3503208;624840;624840;ARARAQUARA;SP;SUDESTE
1992;3519309;64730;64730;IBATE;SP;SUDESTE
1992;3536009;23830;23830;PARAPUA;SP;SUDESTE
1992;3550109;487390;487390;SAO MANUEL;SP;SUDESTE
1992;5003709;631540;631540;DOURADOS;MS;CENTRO-OESTE
1992;3523209;149040;149040;ITARARE;SP;SUDESTE
1992;4108400;78690;78690;FRANCISCO BELTRAO;PR;SUL
1992;4113705;8668975;8668975;LONDRINA;PR;SUL
1992;4209303;2255005;2255005;LAGES;SC;SUL
1992;2927403;10803400;10803400;SALVADOR;BA;NORDESTE
1992;3152502;1084510;1084510;POUSO ALEGRE;MG;SUDESTE
1992;3545008;285750;285750;SALESOPOLIS;SP;SUDESTE
1992;4108302;516460;516460;FOZ DO IGUACU;PR;SUL
1992;4119908;20053575;20053575;PONTA GROSSA;PR;SUL
1992;4200705;59600;59600;ALFREDO WAGNER;SC;SUL
1992;3101606;434190;434190;ALFENAS;MG;SUDESTE
1992;3170101;5845235;5845235;UBERABA;MG;SUDESTE
1992;3500101;453355;453355;ADAMANTINA;SP;SUDESTE
1992;3504000;550150;550150;ASSIS;SP;SUDESTE
1992;3505502;991140;991140;BARRETOS;SP;SUDESTE
1992;3505804;73150;73150;BASTOS;SP;SUDESTE
1992;3506509;1265800;1265800;BIRIGUI;SP;SUDESTE
1992;3508102;116500;116500;BURITAMA;SP;SUDESTE
1992;3511103;362080;362080;CATANDUVA;SP;SUDESTE
1992;3519503;25000;25000;IBIRAREMA;SP;SUDESTE
1992;3525708;114860;114860;JOSE BONIFACIO;SP;SUDESTE
1992;3527107;349670;349670;LINS;SP;SUDESTE
1992;3534901;55250;55250;PACAEMBU;SP;SUDESTE
1992;3542203;193600;193600;RANCHARIA;SP;SUDESTE
1992;4101405;8928185;8928185;APUCARANA;PR;SUL
1992;4114108;148820;148820;MANDAGUACU;PR;SUL
1992;4114604;1191685;1191685;MARECHAL CANDIDO RONDON;PR;SUL
1992;4117700;616720;616720;PALMEIRA;PR;SUL
1992;4322509;894510;894510;VACARIA;RS;SUL
1992;5001102;79180;79180;AQUIDAUANA;MS;CENTRO-OESTE
1992;5002109;481200;481200;BELA VISTA;MS;CENTRO-OESTE
1992;5005400;506130;506130;MARACAJU;MS;CENTRO-OESTE
1992;5101808;310160;310160;BARRA DO GARCAS;MT;CENTRO-OESTE
1992;5103002;51760;51760;CHAPADA DOS GUIMARAES;MT;CENTRO-OESTE
1992;5103215;97230;97230;COMODORO;MT;CENTRO-OESTE
1992;5107601;1585015;1585015;RONDONOPOLIS;MT;CENTRO-OESTE
1992;5205107;419100;419100;CATALAO;GO;CENTRO-OESTE
1992;5209102;347070;347070;GOIATUBA;GO;CENTRO-OESTE
1992;5217407;50840;50840;PIRES DO RIO;GO;CENTRO-OESTE
1992;5218500;854490;854490;QUIRINOPOLIS;GO;CENTRO-OESTE
1992;3555003;186110;186110;TUPA;SP;SUDESTE
1992;4100409;333830;333830;ALMIRANTE TAMANDARE;PR;SUL
1992;4104200;684440;684440;CAMPO LARGO;PR;SUL
1992;4127706;1508695;1508695;TOLEDO;PR;SUL
1992;4202201;480820;480820;BENEDITO NOVO;SC;SUL
1992;4202902;626320;626320;BRUSQUE;SC;SUL
1992;4204204;5040480;5040480;CHAPECO;SC;SUL
1992;4113209;36870;36870;LAPA;PR;SUL
1992;4114205;79490;79490;MANDAGUARI;PR;SUL
1992;4115201;10011765;10011765;MARINGA;PR;SUL
1992;4122100;800;800;RIO BOM;PR;SUL
1992;4202406;615440;615440;BLUMENAU;SC;SUL
1992;5004500;288010;288010;ITAPORA;MS;CENTRO-OESTE
1992;5006600;587295;587295;PONTA PORA;MS;CENTRO-OESTE
1992;5007690;734740;734740;SAO GABRIEL DO OESTE;MS;CENTRO-OESTE
1992;5003300;74030;74030;COXIM;MS;CENTRO-OESTE
1992;3508005;85563;85563;BURI;SP;SUDESTE
1992;3514404;152220;152220;DRACENA;SP;SUDESTE
1992;3534707;1142430;1142430;OURINHOS;SP;SUDESTE
1992;3535509;276270;276270;PARAGUACU PAULISTA;SP;SUDESTE
1992;3541207;40400;40400;PRESIDENTE BERNARDES;SP;SUDESTE
1992;3542807;3000;3000;RIBEIRA;SP;SUDESTE
1992;4100700;10040;10040;ALTO PIQUIRI;PR;SUL
1992;4101103;66480;66480;ANDIRA;PR;SUL
1992;4101707;124580;124580;ARARUNA;PR;SUL
1992;4102002;96680;96680;ASSIS CHATEAUBRIAND;PR;SUL
1992;4102401;152350;152350;BANDEIRANTES;PR;SUL
1992;4103602;40980;40980;CAMBARA;PR;SUL
1992;4103700;540820;540820;CAMBE;PR;SUL
1992;4103904;41220;41220;CAMPINA DA LAGOA;PR;SUL
1992;4104307;537940;537940;CAMPO MOURAO;PR;SUL
1992;4104706;103360;103360;CARLOPOLIS;PR;SUL
1992;4105400;149590;149590;CHOPINZINHO;PR;SUL
1992;4106202;3600;3600;CONTENDA;PR;SUL
1992;4107500;128930;128930;ENGENHEIRO BELTRAO;PR;SUL
1992;4108604;258320;258320;GOIOERE;PR;SUL
1992;4109600;39220;39220;GUARATUBA;PR;SUL
1992;4109805;328320;328320;IBIPORA;PR;SUL
1992;4110005;15900;15900;IGUARACU;PR;SUL
1992;4110706;134730;134730;IRATI;PR;SUL
1992;4111508;20810;20810;IVAIPORA;PR;SUL
1992;4111800;711890;711890;JACAREZINHO;PR;SUL
1992;4112105;179660;179660;JANDAIA DO SUL;PR;SUL
1992;4112504;76800;76800;JARDIM ALEGRE;PR;SUL
1992;4112750;56670;56670;JESUITAS;PR;SUL
1992;4112954;82140;82140;JURANDA;PR;SUL
1992;4113500;249940;249940;LOANDA;PR;SUL
1992;4113802;50000;50000;LUPIONOPOLIS;PR;SUL
1992;4114809;231130;231130;MARIALVA;PR;SUL
1992;4116100;224920;224920;MOREIRA SALES;PR;SUL
1992;4117301;6000;6000;ORTIGUEIRA;PR;SUL
1992;4117905;66780;66780;PALOTINA;PR;SUL
1992;4118405;1406785;1406785;PARANAVAI;PR;SUL
1992;4119304;91900;91900;PINHAO;PR;SUL
1992;4125800;5800;5800;SAO PEDRO DO IVAI;PR;SUL
1992;4126602;4800;4800;SIQUEIRA CAMPOS;PR;SUL
1992;4128206;1299720;1299720;UNIAO DA VITORIA;PR;SUL
1992;4202007;342880;342880;BALNEARIO CAMBORIU;SC;SUL
1992;4203909;227570;227570;CAPINZAL;SC;SUL
1992;4204301;433930;433930;CONCORDIA;SC;SUL
1992;4204417;51920;51920;CORREIA PINTO;SC;SUL
1992;4211812;154715;154715;OTACILIO COSTA;SC;SUL
1992;4216601;44890;44890;SAO JOSE;SC;SUL
1992;5000203;66680;66680;AGUA CLARA;MS;CENTRO-OESTE
1992;5000700;151480;151480;ANASTACIO;MS;CENTRO-OESTE
1992;5002400;161280;161280;CAARAPO;MS;CENTRO-OESTE
1992;5003806;998980;998980;FATIMA DO SUL;MS;CENTRO-OESTE
1992;5004900;379965;379965;JARAGUARI;MS;CENTRO-OESTE
1992;5005701;729570;729570;NAVIRAI;MS;CENTRO-OESTE
1992;5007100;61940;61940;RIBAS DO RIO PARDO;MS;CENTRO-OESTE
1992;5007208;440600;440600;RIO BRILHANTE;MS;CENTRO-OESTE
1992;2100908;1105840;1105840;ARAIOSES;MA;NORDESTE
1992;2101203;1360460;1360460;BACABAL;MA;NORDESTE
1992;2104105;1264720;1264720;FORTALEZA DOS NOGUEIRAS;MA;NORDESTE
1992;2111306;22701700;22701700;SAO LUIS;MA;NORDESTE
1992;2211009;11173640;11173640;TERESINA;PI;NORDESTE
1992;2603454;58330;58330;CAMARAGIBE;PE;NORDESTE
1992;2605201;1436630;1436630;ESCADA;PE;NORDESTE
1992;2607905;2728790;2728790;JABOATAO DOS GUARARAPES;PE;NORDESTE
1992;2700700;2980110;2980110;BATALHA;AL;NORDESTE
1992;2702800;1018940;1018940;FLEXEIRAS;AL;NORDESTE
1992;2705206;1549670;1549670;MESSIAS;AL;NORDESTE
1992;2800306;2629490;2629490;ARACAJU;SE;NORDESTE
1992;2933306;1930660;1930660;VITORIA DA CONQUISTA;BA;NORDESTE
1992;2707306;292900;292900;PORTO CALVO;AL;NORDESTE
1992;2910802;3793620;3793620;FEIRA DE SANTANA;BA;NORDESTE
1992;2918102;931610;931610;JEREMOABO;BA;NORDESTE
1992;2103605;96590;96590;COROATA;MA;NORDESTE
1992;2309300;392900;392900;NOVA RUSSAS;CE;NORDESTE
1992;2311305;363350;363350;QUIXADA;CE;NORDESTE
1992;2602903;1953280;1953280;CABO DE SANTO AGOSTINHO;PE;NORDESTE
1992;2201909;50000;50000;BOM JESUS;PI;NORDESTE
1992;2203901;583540;583540;FLORIANO;PI;NORDESTE
1992;2208008;527140;527140;PICOS;PI;NORDESTE
1992;2300702;102200;102200;ALTO SANTO;CE;NORDESTE
1992;2304228;485560;485560;CROATA;CE;NORDESTE
1992;2310201;8800;8800;PARACURU;CE;NORDESTE
1992;2313308;342870;342870;TAUA;CE;NORDESTE
1992;2408007;3866861;3866861;MOSSORO;RN;NORDESTE
1992;2408104;5166156;5166156;NATAL;RN;NORDESTE
1992;2612208;514610;514610;SALGUEIRO;PE;NORDESTE
1992;2700301;1122890;1122890;ARAPIRACA;AL;NORDESTE
1992;2700603;116300;116300;BARRA DE SAO MIGUEL;AL;NORDESTE
1992;4307607;5553000;5553000;ESTANCIA VELHA;RS;SUL
1992;4308204;2156880;2156880;FLORES DA CUNHA;RS;SUL
1992;4314417;2772600;2772600;CAPAO DO LEAO;RS;SUL
1992;4317602;1735870;1735870;SANTO ANTONIO DA PATRULHA;RS;SUL
1992;4319001;56450;56450;SAO MARCOS;RS;SUL
1992;4314808;2563000;2563000;PORTAO;RS;SUL
1992;4306902;289060;289060;ENCRUZILHADA DO SUL;RS;SUL
1992;1501402;2561630;2561630;BELEM;PA;NORTE
1992;1600303;2404760;2404760;MACAPA;AP;NORTE
1992;1505521;2237360;2237360;PARAUAPEBAS;PA;NORTE
1992;2304287;600;600;EUSEBIO;CE;NORDESTE
1992;1100203;1290953;1290953;PORTO VELHO;RO;NORTE
1992;1200208;3260850;3260850;CRUZEIRO DO SUL;AC;NORTE
1992;1200402;500440;500440;RIO BRANCO;AC;NORTE
1992;1502204;6294760;6294760;CAPANEMA;PA;NORTE
1992;1506803;294070;294070;SANTAREM;PA;NORTE
1992;2207702;330090;330090;PARNAIBA;PI;NORDESTE
1992;2301008;56210;56210;AQUIRAZ;CE;NORDESTE
1992;2307707;1283460;1283460;MARANGUAPE;CE;NORDESTE
1992;2412004;451100;451100;SAO GONCALO DO AMARANTE;RN;NORDESTE
1992;2604108;1198230;1198230;CARUARU;PE;NORDESTE
1992;3131300;790740;790740;IPATINGA;MG;SUDESTE
1992;3151808;2528425;2528425;POCOS DE CALDAS;MG;SUDESTE
1992;3305104;1127750;1127750;SAO JOAO DE MERITI;RJ;SUDESTE
1992;3507505;804260;804260;BOTUCATU;SP;SUDESTE
1992;3512002;76410;76410;COLINA;SP;SUDESTE
1992;3512800;181950;181950;COSMOPOLIS;SP;SUDESTE
1992;3518400;293850;293850;GUARATINGUETA;SP;SUDESTE
1992;3524809;412840;412840;JALES;SP;SUDESTE
1992;3547507;105750;105750;SANTA RITA DO PASSA QUATRO;SP;SUDESTE
1992;3547809;1514720;1514720;SANTO ANDRE;SP;SUDESTE
1992;3552500;2320035;2320035;SUZANO;SP;SUDESTE
1992;4121805;73200;73200;RIBEIRAO CLARO;PR;SUL
1992;4204603;1819070;1819070;CRICIUMA;SC;SUL
1992;4304403;1180100;1180100;CANELA;RS;SUL
1992;4307909;1469950;1469950;FARROUPILHA;RS;SUL
1992;5211506;760595;760595;ITUMBIARA;GO;CENTRO-OESTE
1992;5219302;563700;563700;SANTA HELENA DE GOIAS;GO;CENTRO-OESTE
1992;5300100;4805703;4805703;BRASILIA;DF;CENTRO-OESTE
1992;2914808;1420770;1420770;ITABUNA;BA;NORDESTE
1992;1701509;64470;64470;GURUPI;TO;NORTE
1992;1702556;3287830;3287830;PORTO NACIONAL;TO;NORTE
1992;2914700;1539590;1539590;ITABERABA;BA;NORDESTE
1992;2928701;3141120;3141120;SANTO ANTONIO DE JESUS;BA;NORDESTE
1992;3301001;4042710;4042710;CAMPOS DOS GOYTACAZES;RJ;SUDESTE
1992;4109406;1318505;1318505;GUARAPUAVA;PR;SUL
1992;4300700;41780;41780;ANTA GORDA;RS;SUL
1992;4303504;2269830;2269830;CAMAQUA;RS;SUL
1992;4305108;1361545;1361545;CAXIAS DO SUL;RS;SUL
1992;4311906;681235;681235;MARCELINO RAMOS;RS;SUL
1992;4316800;908040;908040;SANTA CRUZ DO SUL;RS;SUL
1992;5210801;543420;543420;ITAJA;GO;CENTRO-OESTE
1992;2108100;24310;24310;PAULO RAMOS;MA;NORDESTE
1992;2306409;1136270;1136270;ITAPIPOCA;CE;NORDESTE
1992;4307003;911070;911070;ERECHIM;RS;SUL
1992;4309103;317070;317070;GRAMADO;RS;SUL
1992;4310403;13150;13150;INDEPENDENCIA;RS;SUL
1992;4313704;192790;192790;PALMEIRA DAS MISSOES;RS;SUL
1992;4315006;88060;88060;PORTO LUCENA;RS;SUL
1992;4317203;576870;576870;SANTA ROSA;RS;SUL
1992;4317408;359950;359950;SANTIAGO;RS;SUL
1992;4318005;49230;49230;SAO BORJA;RS;SUL
1992;4318200;48970;48970;SAO FRANCISCO DE PAULA;RS;SUL
1992;4318307;47690;47690;SAO GABRIEL;RS;SUL
1992;4318900;46510;46510;SAO LUIZ GONZAGA;RS;SUL
1992;1702157;432450;432450;PARAISO DO TOCANTINS;TO;NORTE
1992;2304104;1062000;1062000;CRATEUS;CE;NORDESTE
1992;2611104;979790;979790;PETROLINA;PE;NORDESTE
1992;2900700;899210;899210;ALAGOINHAS;BA;NORDESTE
1992;2905701;750070;750070;CAMACARI;BA;NORDESTE
1992;2907208;1739460;1739460;CASA NOVA;BA;NORDESTE
1992;2907500;2483150;2483150;CATU;BA;NORDESTE
1992;2907909;1390950;1390950;CIPO;BA;NORDESTE
1992;2917505;1474090;1474090;JACOBINA;BA;NORDESTE
1992;2921707;1883800;1883800;MORRO DO CHAPEU;BA;NORDESTE
1992;2929902;1074450;1074450;SEABRA;BA;NORDESTE
1992;2930102;1449930;1449930;SENHOR DO BONFIM;BA;NORDESTE
1992;3127109;2609200;2609200;FRUTAL;MG;SUDESTE
1992;3131904;206980;206980;ITABIRITO;MG;SUDESTE
1992;3138208;389980;389980;LAVRAS;MG;SUDESTE
1992;3201201;2336905;2336905;CACHOEIRO DE ITAPEMIRIM;ES;SUDESTE
1992;3300307;92490;92490;BARRA DO PIRAI;RJ;SUDESTE
1992;3300404;647740;647740;BARRA MANSA;RJ;SUDESTE
1992;3303403;461190;461190;NOVA FRIBURGO;RJ;SUDESTE
1992;3303900;196390;196390;PETROPOLIS;RJ;SUDESTE
1992;3305805;275380;275380;TERESOPOLIS;RJ;SUDESTE
1992;3306305;1619300;1619300;VOLTA REDONDA;RJ;SUDESTE
1992;3500306;587715;587715;AGUAI;SP;SUDESTE
1992;3502104;1276540;1276540;ANDRADINA;SP;SUDESTE
1992;3502201;45580;45580;ANGATUBA;SP;SUDESTE
1992;3503801;604415;604415;ARTUR NOGUEIRA;SP;SUDESTE
1992;3504107;325450;325450;ATIBAIA;SP;SUDESTE
1992;3510808;176270;176270;CASA BRANCA;SP;SUDESTE
1992;3511707;130525;130525;CHARQUEADA;SP;SUDESTE
1992;3513505;130680;130680;CUBATAO;SP;SUDESTE
1992;3513700;150095;150095;DESCALVADO;SP;SUDESTE
1992;3515109;44560;44560;EMBU-GUACU;SP;SUDESTE
1992;3515184;275705;275705;ESPIRITO SANTO DO PINHAL;SP;SUDESTE
1992;3517608;64000;64000;GUAPIARA;SP;SUDESTE
1992;3519600;275705;275705;IBITINGA;SP;SUDESTE
1992;3520005;8820;8820;IGARACU DO TIETE;SP;SUDESTE
1992;3522300;537170;537170;ITAPETININGA;SP;SUDESTE
1992;3522407;112860;112860;ITAPEVA;SP;SUDESTE
1992;3522709;23020;23020;ITAPOLIS;SP;SUDESTE
1992;3526704;900155;900155;LEME;SP;SUDESTE
1992;3526801;201630;201630;LENCOIS PAULISTA;SP;SUDESTE
1992;3530507;366300;366300;MOCOCA;SP;SUDESTE
1992;3530701;126260;126260;MOGI GUACU;SP;SUDESTE
1992;3536700;341880;341880;PEDERNEIRAS;SP;SUDESTE
1992;3537307;755045;755045;PENAPOLIS;SP;SUDESTE
1992;3539300;451405;451405;PIRASSUNUNGA;SP;SUDESTE
1992;3539407;57030;57030;PIRATININGA;SP;SUDESTE
1992;3540707;155240;155240;PORTO FERREIRA;SP;SUDESTE
1992;3543307;671550;671550;RIBEIRAO PIRES;SP;SUDESTE
1992;3544109;60400;60400;RIO GRANDE DA SERRA;SP;SUDESTE
1992;3545202;55450;55450;SALTO;SP;SUDESTE
1992;3545806;242645;242645;SANTA BARBARA D'OESTE;SP;SUDESTE
1992;3546306;96770;96770;SANTA CRUZ DAS PALMEIRAS;SP;SUDESTE
1992;3546403;179640;179640;SANTA CRUZ DO RIO PARDO;SP;SUDESTE
1992;3546802;159000;159000;SANTA ISABEL;SP;SUDESTE
1992;3549704;191445;191445;SAO JOSE DO RIO PARDO;SP;SUDESTE
1992;3550605;43270;43270;SAO ROQUE;SP;SUDESTE
1992;3552403;1416315;1416315;SUMARE;SP;SUDESTE
1992;3556409;23500;23500;VARGEM GRANDE DO SUL;SP;SUDESTE
1992;4100506;26350;26350;ALTONIA;PR;SUL
1992;4104900;530390;530390;CASTRO;PR;SUL
