ANO;IBGE;VENDAS;VENDAS_CORRECAO;MUNICIPIO;UF;REGIAO
1993;2920905;71170;71170;MASCOTE;BA;NORDESTE
1993;2801205;166770;166770;CANINDE DE SAO FRANCISCO;SE;NORDESTE
1993;3169308;169780;169780;TRES CORACOES;MG;SUDESTE
1993;3300404;1094600;1094600;BARRA MANSA;RJ;SUDESTE
1993;3301001;594960;594960;CAMPOS DOS GOYTACAZES;RJ;SUDESTE
1993;3303306;419440;419440;NITEROI;RJ;SUDESTE
1993;3305104;169710;169710;SAO JOAO DE MERITI;RJ;SUDESTE
1993;4204603;265270;265270;CRICIUMA;SC;SUL
1993;4306767;185720;185720;ELDORADO DO SUL;RS;SUL
1993;4316800;720690;720690;SANTA CRUZ DO SUL;RS;SUL
1993;5005400;260180;260180;MARACAJU;MS;CENTRO-OESTE
1993;2312204;988470;988470;SANTA QUITERIA;CE;NORDESTE
1993;2402300;293160;293160;CARAUBAS;RN;NORDESTE
1993;4309103;287160;287160;GRAMADO;RS;SUL
1993;2301202;2759300;2759300;ARACOIABA;CE;NORDESTE
1993;2304201;4256530;4256530;CRATO;CE;NORDESTE
1993;2306409;2958490;2958490;ITAPIPOCA;CE;NORDESTE
1993;2307600;2032390;2032390;LIMOEIRO DO NORTE;CE;NORDESTE
1993;2312905;3926650;3926650;SOBRAL;CE;NORDESTE
1993;2406500;1124090;1124090;LAGOA NOVA;RN;NORDESTE
1993;2604108;702920;702920;CARUARU;PE;NORDESTE
1993;2606003;220780;220780;GARANHUNS;PE;NORDESTE
1993;2905701;1665490;1665490;CAMACARI;BA;NORDESTE
1993;2907500;4229820;4229820;CATU;BA;NORDESTE
1993;2907909;919900;919900;CIPO;BA;NORDESTE
1993;2910802;3625480;3625480;FEIRA DE SANTANA;BA;NORDESTE
1993;2914700;3335850;3335850;ITABERABA;BA;NORDESTE
1993;2917505;1375980;1375980;JACOBINA;BA;NORDESTE
1993;2918005;2682990;2682990;JEQUIE;BA;NORDESTE
1993;2921707;1700620;1700620;MORRO DO CHAPEU;BA;NORDESTE
1993;2928108;349620;349620;SANTA MARIA DA VITORIA;BA;NORDESTE
1993;2928701;1589620;1589620;SANTO ANTONIO DE JESUS;BA;NORDESTE
1993;2929902;3442050;3442050;SEABRA;BA;NORDESTE
1993;2930102;1102150;1102150;SENHOR DO BONFIM;BA;NORDESTE
1993;3101908;200380;200380;ALPINOPOLIS;MG;SUDESTE
1993;3131904;155870;155870;ITABIRITO;MG;SUDESTE
1993;3134407;414570;414570;ITURAMA;MG;SUDESTE
1993;3136205;81920;81920;JOAO MONLEVADE;MG;SUDESTE
1993;3148106;453165;453165;PATROCINIO;MG;SUDESTE
1993;3152502;881160;881160;POUSO ALEGRE;MG;SUDESTE
1993;3170705;650180;650180;VARGINHA;MG;SUDESTE
1993;3201201;2583850;2583850;CACHOEIRO DE ITAPEMIRIM;ES;SUDESTE
1993;3306305;548800;548800;VOLTA REDONDA;RJ;SUDESTE
1993;3505502;143710;143710;BARRETOS;SP;SUDESTE
1993;3505804;27460;27460;BASTOS;SP;SUDESTE
1993;3507505;269750;269750;BOTUCATU;SP;SUDESTE
1993;3515001;273840;273840;EMBU;SP;SUDESTE
1993;3520005;3910;3910;IGARACU DO TIETE;SP;SUDESTE
1993;3520501;50030;50030;INDAIATUBA;SP;SUDESTE
1993;3522202;315180;315180;ITAPECERICA DA SERRA;SP;SUDESTE
1993;3522300;458120;458120;ITAPETININGA;SP;SUDESTE
1993;3524809;162450;162450;JALES;SP;SUDESTE
1993;3525708;128530;128530;JOSE BONIFACIO;SP;SUDESTE
1993;3526704;540740;540740;LEME;SP;SUDESTE
1993;3529304;199290;199290;MATAO;SP;SUDESTE
1993;3530507;427950;427950;MOCOCA;SP;SUDESTE
1993;3530701;91890;91890;MOGI GUACU;SP;SUDESTE
1993;3533506;61985;61985;NOVO HORIZONTE;SP;SUDESTE
1993;3537900;179010;179010;PILAR DO SUL;SP;SUDESTE
1993;3539300;622530;622530;PIRASSUNUNGA;SP;SUDESTE
1993;3543307;117370;117370;RIBEIRAO PIRES;SP;SUDESTE
1993;3545806;523070;523070;SANTA BARBARA D'OESTE;SP;SUDESTE
1993;3547809;414290;414290;SANTO ANDRE;SP;SUDESTE
1993;3549704;269250;269250;SAO JOSE DO RIO PARDO;SP;SUDESTE
1993;3552403;256015;256015;SUMARE;SP;SUDESTE
1993;3556409;12750;12750;VARGEM GRANDE DO SUL;SP;SUDESTE
1993;3557006;41660;41660;VOTORANTIM;SP;SUDESTE
1993;4118200;521710;521710;PARANAGUA;PR;SUL
1993;4301200;475490;475490;ARROIO DO TIGRE;RS;SUL
1993;4309308;3779020;3779020;GUAIBA;RS;SUL
1993;4309600;268030;268030;HORIZONTINA;RS;SUL
1993;4311400;92520;92520;LAJEADO;RS;SUL
1993;4311809;36310;36310;MARAU;RS;SUL
1993;4312406;2063935;2063935;MONTENEGRO;RS;SUL
1993;4313500;745470;745470;OSORIO;RS;SUL
1993;4316606;61620;61620;SANANDUVA;RS;SUL
1993;4317203;253215;253215;SANTA ROSA;RS;SUL
1993;4317505;338990;338990;SANTO ANGELO;RS;SUL
1993;4318102;549590;549590;SAO FRANCISCO DE ASSIS;RS;SUL
1993;4318412;70560;70560;CHARQUEADAS;RS;SUL
1993;4321600;43910;43910;TRAMANDAI;RS;SUL
1993;4322606;41250;41250;VENANCIO AIRES;RS;SUL
1993;4322703;214450;214450;VERA CRUZ;RS;SUL
1993;5211506;348460;348460;ITUMBIARA;GO;CENTRO-OESTE
1993;5214602;1092905;1092905;NIQUELANDIA;GO;CENTRO-OESTE
1993;5219302;692120;692120;SANTA HELENA DE GOIAS;GO;CENTRO-OESTE
1993;3300005;2851054;2851054;*;RJ;SUDESTE
1993;3101509;2200;2200;ALEM PARAIBA;MG;SUDESTE
1993;3115305;31540;31540;CATAGUASES;MG;SUDESTE
1993;3303608;200;200;PARACAMBI;RJ;SUDESTE
1993;2600056;14400;14400;ABREU E LIMA;PE;NORDESTE
1993;2602903;813070;813070;CABO DE SANTO AGOSTINHO;PE;NORDESTE
1993;2605708;1404580;1404580;FLORESTA;PE;NORDESTE
1993;2615606;402960;402960;TRINDADE;PE;NORDESTE
1993;2700301;494250;494250;ARAPIRACA;AL;NORDESTE
1993;2708000;1370730;1370730;SANTANA DO IPANEMA;AL;NORDESTE
1993;2913607;549810;549810;ILHEUS;BA;NORDESTE
1993;2932709;1076140;1076140;URUCUCA;BA;NORDESTE
1993;2601001;236890;236890;ANGELIM;PE;NORDESTE
1993;2601206;361970;361970;ARCOVERDE;PE;NORDESTE
1993;2612208;3532740;3532740;SALGUEIRO;PE;NORDESTE
1993;2707802;917390;917390;ROTEIRO;AL;NORDESTE
1993;2801507;52180;52180;CARMOPOLIS;SE;NORDESTE
1993;2903202;3529130;3529130;BARREIRAS;BA;NORDESTE
1993;2911108;53610;53610;FORMOSA DO RIO PRETO;BA;NORDESTE
1993;2911701;77460;77460;GUANAMBI;BA;NORDESTE
1993;2918102;124310;124310;JEREMOABO;BA;NORDESTE
1993;2924005;87130;87130;PAULO AFONSO;BA;NORDESTE
1993;2926903;491880;491880;RIO DO PIRES;BA;NORDESTE
1993;2932903;1466210;1466210;VALENCA;BA;NORDESTE
1993;2600404;382830;382830;AGUA PRETA;PE;NORDESTE
1993;2613204;76270;76270;SAO JOAO;PE;NORDESTE
1993;2800500;1341280;1341280;AREIA BRANCA;SE;NORDESTE
1993;2906201;24390;24390;CANARANA;BA;NORDESTE
1993;2906503;516170;516170;CANDEIAS;BA;NORDESTE
1993;2915600;844875;844875;ITAMARAJU;BA;NORDESTE
1993;2925206;3331760;3331760;POJUCA;BA;NORDESTE
1993;2802104;901360;901360;ESTANCIA;SE;NORDESTE
1993;2930706;349050;349050;SIMOES FILHO;BA;NORDESTE
1993;1100041;962360;962360;CACOAL;RO;NORTE
1993;3102602;87970;87970;ANDRADAS;MG;SUDESTE
1993;3139700;9800;9800;MARAVILHAS;MG;SUDESTE
1993;3546608;404815;404815;SANTA FE DO SUL;SP;SUDESTE
1993;5003806;91970;91970;FATIMA DO SUL;MS;CENTRO-OESTE
1993;5103215;124640;124640;COMODORO;MT;CENTRO-OESTE
1993;3155900;116430;116430;RIO PRETO;MG;SUDESTE
1993;3156702;670155;670155;SABARA;MG;SUDESTE
1993;3500004;41430;41430;*;SP;SUDESTE
1993;4100204;380;380;ADRIANOPOLIS;PR;SUL
1993;4103602;51930;51930;CAMBARA;PR;SUL
1993;4127706;153300;153300;TOLEDO;PR;SUL
1993;4201604;3186760;3186760;ARROIO TRINTA;SC;SUL
1993;4205405;116700;116700;FLORIANOPOLIS;SC;SUL
1993;4209109;2137040;2137040;JOINVILLE;SC;SUL
1993;4210107;293720;293720;MAFRA;SC;SUL
1993;4318706;13090;13090;SAO LEOPOLDO;RS;SUL
1993;3104109;900;900;ARCEBURGO;MG;SUDESTE
1993;3510506;96710;96710;CARAGUATATUBA;SP;SUDESTE
1993;3553604;3600;3600;TAPIRATIBA;SP;SUDESTE
1993;4303202;654020;654020;CACIQUE DOBLE;RS;SUL
1993;4314107;4669385;4669385;PASSO FUNDO;RS;SUL
1993;4303601;102560;102560;CAMBARA DO SUL;RS;SUL
1993;2105306;2194210;2194210;IMPERATRIZ;MA;NORDESTE
1993;3122301;116250;116250;DIVINOPOLIS;MG;SUDESTE
1993;3133800;31020;31020;ITAUNA;MG;SUDESTE
1993;3535800;800;800;PARANAPANEMA;SP;SUDESTE
1993;3550400;145280;145280;SAO PEDRO;SP;SUDESTE
1993;3550605;64980;64980;SAO ROQUE;SP;SUDESTE
1993;4105508;11600;11600;CIANORTE;PR;SUL
1993;4108809;704500;704500;GUAIRA;PR;SUL
1993;4208200;207900;207900;ITAJAI;SC;SUL
1993;4313704;503630;503630;PALMEIRA DAS MISSOES;RS;SUL
1993;3501906;160850;160850;AMPARO;SP;SUDESTE
1993;3513009;1125605;1125605;COTIA;SP;SUDESTE
1993;3524108;587445;587445;ITUVERAVA;SP;SUDESTE
1993;3509605;73210;73210;CAMPO LIMPO PAULISTA;SP;SUDESTE
1993;3531406;3670;3670;MONTE APRAZIVEL;SP;SUDESTE
1993;4101103;4324810;4324810;ANDIRA;PR;SUL
1993;4307208;24470;24470;ERVAL GRANDE;RS;SUL
1993;5215200;22400;22400;NOVO BRASIL;GO;CENTRO-OESTE
1993;2507005;922850;922850;ITAPORANGA;PB;NORDESTE
1993;2919206;785180;785180;LAURO DE FREITAS;BA;NORDESTE
1993;2922606;23900;23900;NILO PECANHA;BA;NORDESTE
1993;3112004;50810;50810;CANDEIAS;MG;SUDESTE
1993;4102606;89850;89850;BARRACAO;PR;SUL
1993;4106504;722140;722140;CORONEL VIVIDA;PR;SUL
1993;2911205;29280;29280;GANDU;BA;NORDESTE
1993;3160700;29450;29450;SANTOS DUMONT;MG;SUDESTE
1993;3300706;48650;48650;CABO FRIO;RJ;SUDESTE
1993;3505200;86200;86200;BARIRI;SP;SUDESTE
1993;3514404;281440;281440;DRACENA;SP;SUDESTE
1993;3516709;125600;125600;GARCA;SP;SUDESTE
1993;3527409;28620;28620;LUCELIA;SP;SUDESTE
1993;3543803;3120;3120;RINOPOLIS;SP;SUDESTE
1993;3549305;3800;3800;SAO JOAO DO PAU D'ALHO;SP;SUDESTE
1993;3553809;15140;15140;TAQUARITUBA;SP;SUDESTE
1993;4218701;260420;260420;TUBARAO;SC;SUL
1993;4310209;1067710;1067710;IJUI;RS;SUL
1993;5209200;127470;127470;GUAPO;GO;CENTRO-OESTE
1993;5218101;25780;25780;PORTELANDIA;GO;CENTRO-OESTE
1993;3517209;24440;24440;GUAICARA;SP;SUDESTE
1993;3548406;73740;73740;SANTOPOLIS DO AGUAPEI;SP;SUDESTE
1993;3104001;862790;862790;ARAXA;MG;SUDESTE
1993;3111202;96250;96250;CAMPO BELO;MG;SUDESTE
1993;3148009;529050;529050;PATOS DE MINAS;MG;SUDESTE
1993;3302407;946740;946740;MACAE;RJ;SUDESTE
1993;3302008;38390;38390;ITAGUAI;RJ;SUDESTE
1993;3530108;413390;413390;MIRANDOPOLIS;SP;SUDESTE
1993;3506509;253360;253360;BIRIGUI;SP;SUDESTE
1993;3535304;20000;20000;PALMITAL;SP;SUDESTE
1993;3537404;769380;769380;PEREIRA BARRETO;SP;SUDESTE
1993;4122500;15440;15440;RONCADOR;PR;SUL
1993;4203801;100190;100190;CANOINHAS;SC;SUL
1993;5101808;381080;381080;BARRA DO GARCAS;MT;CENTRO-OESTE
1993;5203503;118100;118100;BOM JESUS DE GOIAS;GO;CENTRO-OESTE
1993;4113209;13000;13000;LAPA;PR;SUL
1993;3516105;2722;2722;FLORINIA;SP;SUDESTE
1993;3527107;183200;183200;LINS;SP;SUDESTE
1993;3541207;4000;4000;PRESIDENTE BERNARDES;SP;SUDESTE
1993;3549402;105500;105500;SAO JOAQUIM DA BARRA;SP;SUDESTE
1993;4102002;9960;9960;ASSIS CHATEAUBRIAND;PR;SUL
1993;4102100;5000;5000;ASTORGA;PR;SUL
1993;4102401;78200;78200;BANDEIRANTES;PR;SUL
1993;4102509;26590;26590;BARBOSA FERRAZ;PR;SUL
1993;4109406;852040;852040;GUARAPUAVA;PR;SUL
1993;4110706;432760;432760;IRATI;PR;SUL
1993;4114604;45410;45410;MARECHAL CANDIDO RONDON;PR;SUL
1993;4117409;20000;20000;OURIZONA;PR;SUL
1993;4117905;21200;21200;PALOTINA;PR;SUL
1993;4123905;82870;82870;SANTA MARIANA;PR;SUL
1993;4128001;45000;45000;UBIRATA;PR;SUL
1993;4205502;1800;1800;FRAIBURGO;SC;SUL
1993;4219309;17600;17600;VIDEIRA;SC;SUL
1993;5000203;117850;117850;AGUA CLARA;MS;CENTRO-OESTE
1993;5000700;219500;219500;ANASTACIO;MS;CENTRO-OESTE
1993;5001900;121010;121010;BATAGUASSU;MS;CENTRO-OESTE
1993;5007208;226220;226220;RIO BRILHANTE;MS;CENTRO-OESTE
1993;2705206;581270;581270;MESSIAS;AL;NORDESTE
1993;2202905;1100;1100;CORRENTE;PI;NORDESTE
1993;2210703;399740;399740;SIMOES;PI;NORDESTE
1993;2208008;465000;465000;PICOS;PI;NORDESTE
1993;5217601;399960;399960;PLANALTINA;GO;CENTRO-OESTE
1993;2608502;1000;1000;LAGOA DO ITAENGA;PE;NORDESTE
1993;2104105;51940;51940;FORTALEZA DOS NOGUEIRAS;MA;NORDESTE
1993;2103303;602530;602530;CODO;MA;NORDESTE
1993;2314002;51000;51000;VARZEA ALEGRE;CE;NORDESTE
1993;2104407;54780;54780;GONCALVES DIAS;MA;NORDESTE
1993;2106701;222170;222170;MIRADOR;MA;NORDESTE
1993;2905809;2389830;2389830;CAMAMU;BA;NORDESTE
1993;2914808;786530;786530;ITABUNA;BA;NORDESTE
1993;2900700;1986000;1986000;ALAGOINHAS;BA;NORDESTE
1993;3303004;961500;961500;MIRACEMA;RJ;SUDESTE
1993;4301102;46620;46620;ARROIO DOS RATOS;RS;SUL
1993;4305108;780880;780880;CAXIAS DO SUL;RS;SUL
1993;4314808;90490;90490;PORTAO;RS;SUL
1993;2103508;1502930;1502930;COLINAS;MA;NORDESTE
1993;4318005;119830;119830;SAO BORJA;RS;SUL
1993;1702556;10100;10100;PORTO NACIONAL;TO;NORTE
1993;1702920;9768515;9768515;PALMAS;TO;NORTE
1993;2103800;81280;81280;DOM PEDRO;MA;NORDESTE
1993;2301105;5383660;5383660;ARACATI;CE;NORDESTE
1993;2305500;6598765;6598765;IGUATU;CE;NORDESTE
1993;2313405;1189520;1189520;TIANGUA;CE;NORDESTE
1993;2604000;66150;66150;CARPINA;PE;NORDESTE
1993;2606801;133230;133230;IGARASSU;PE;NORDESTE
1993;2904608;455970;455970;BRUMADO;BA;NORDESTE
1993;3100200;212145;212145;ABAETE;MG;SUDESTE
1993;3138208;335155;335155;LAVRAS;MG;SUDESTE
1993;3143104;663195;663195;MONTE CARMELO;MG;SUDESTE
1993;3151000;300005;300005;PIRANGUINHO;MG;SUDESTE
1993;3301109;61220;61220;CANTAGALO;RJ;SUDESTE
1993;3303403;873740;873740;NOVA FRIBURGO;RJ;SUDESTE
1993;3304809;152330;152330;SAO FIDELIS;RJ;SUDESTE
1993;3306208;159250;159250;VASSOURAS;RJ;SUDESTE
1993;3502201;60550;60550;ANGATUBA;SP;SUDESTE
1993;3503208;259730;259730;ARARAQUARA;SP;SUDESTE
1993;3508501;1510970;1510970;CACAPAVA;SP;SUDESTE
1993;3509206;74765;74765;CAJAMAR;SP;SUDESTE
1993;3513700;179245;179245;DESCALVADO;SP;SUDESTE
1993;3514102;130625;130625;DOIS CORREGOS;SP;SUDESTE
1993;3515109;150000;150000;EMBU-GUACU;SP;SUDESTE
1993;3533409;3750;3750;NOVA ODESSA;SP;SUDESTE
1993;3535100;17750;17750;PALMARES PAULISTA;SP;SUDESTE
1993;3538001;63290;63290;PINDAMONHANGABA;SP;SUDESTE
1993;3556506;122550;122550;VARZEA PAULISTA;SP;SUDESTE
1993;4124103;118250;118250;SANTO ANTONIO DA PLATINA;PR;SUL
1993;4303903;127020;127020;CAMPO BOM;RS;SUL
1993;4306104;678930;678930;CRUZ ALTA;RS;SUL
1993;4313909;23750;23750;PANAMBI;RS;SUL
1993;3143902;585055;585055;MURIAE;MG;SUDESTE
1993;3304205;470920;470920;RESENDE;RJ;SUDESTE
1993;2910705;2116670;2116670;EUCLIDES DA CUNHA;BA;NORDESTE
1993;2921308;870800;870800;MILAGRES;BA;NORDESTE
1993;2609908;168480;168480;OURICURI;PE;NORDESTE
1993;2611104;1880330;1880330;PETROLINA;PE;NORDESTE
1993;2616408;90720;90720;VITORIA DE SANTO ANTAO;PE;NORDESTE
1993;2806100;5580;5580;ROSARIO DO CATETE;SE;NORDESTE
1993;2803607;62210;62210;LARANJEIRAS;SE;NORDESTE
1993;2904900;51480;51480;CACHOEIRA;BA;NORDESTE
1993;2933500;1000;1000;WENCESLAU GUIMARAES;BA;NORDESTE
1993;3148700;1249100;1249100;PEDRA AZUL;MG;SUDESTE
1993;3306003;149850;149850;TRES RIOS;RJ;SUDESTE
1993;3544303;131040;131040;ROSEIRA;SP;SUDESTE
1993;3142400;27620;27620;MOEMA;MG;SUDESTE
1993;3528502;41990;41990;MAIRIPORA;SP;SUDESTE
1993;3530906;3000;3000;MOMBUCA;SP;SUDESTE
1993;5002907;206410;206410;CASSILANDIA;MS;CENTRO-OESTE
1993;5105625;235210;235210;MIRASSOL D'OESTE;MT;CENTRO-OESTE
1993;5108403;223705;223705;VARZEA GRANDE;MT;CENTRO-OESTE
1993;3111601;3000;3000;CAMPOS GERAIS;MG;SUDESTE
1993;3556700;78280;78280;VINHEDO;SP;SUDESTE
1993;5206405;903895;903895;CRIXAS;GO;CENTRO-OESTE
1993;5210909;1261285;1261285;ITAPACI;GO;CENTRO-OESTE
1993;1100203;907615;907615;PORTO VELHO;RO;NORTE
1993;3520609;92770;92770;INDIANA;SP;SUDESTE
1993;4120809;1229360;1229360;QUATRO BARRAS;PR;SUL
1993;4203208;3521010;3521010;CAMBORIU;SC;SUL
1993;4308301;35650;35650;FONTOURA XAVIER;RS;SUL
1993;2800004;49820;49820;*;SE;NORDESTE
1993;3140008;16570;16570;MARIANA;MG;SUDESTE
1993;3504000;567970;567970;ASSIS;SP;SUDESTE
1993;3504301;42810;42810;AVAI;SP;SUDESTE
1993;3506207;15000;15000;BENTO DE ABREU;SP;SUDESTE
1993;3512509;1300;1300;COROADOS;SP;SUDESTE
1993;3514706;4870;4870;ECHAPORA;SP;SUDESTE
1993;3517306;3000;3000;GUAIMBE;SP;SUDESTE
1993;3518205;232250;232250;GUARARAPES;SP;SUDESTE
1993;3521800;87080;87080;ITAI;SP;SUDESTE
1993;3521907;22610;22610;ITAJOBI;SP;SUDESTE
1993;3522806;60720;60720;ITAPORANGA;SP;SUDESTE
1993;3541703;1280070;1280070;QUATA;SP;SUDESTE
1993;4100409;218360;218360;ALMIRANTE TAMANDARE;PR;SUL
1993;4104501;164840;164840;CAPANEMA;PR;SUL
1993;4115406;158710;158710;MARMELEIRO;PR;SUL
1993;4308506;152270;152270;FREDERICO WESTPHALEN;RS;SUL
1993;5201705;121500;121500;ARAGARCAS;GO;CENTRO-OESTE
1993;5213800;98190;98190;MORRINHOS;GO;CENTRO-OESTE
1993;3533905;156220;156220;OLIMPIA;SP;SUDESTE
1993;3534600;73030;73030;OSVALDO CRUZ;SP;SUDESTE
1993;3555100;50630;50630;TUPI PAULISTA;SP;SUDESTE
1993;3147908;268475;268475;PASSOS;MG;SUDESTE
1993;3157806;79330;79330;SANTA LUZIA;MG;SUDESTE
1993;3546403;445290;445290;SANTA CRUZ DO RIO PARDO;SP;SUDESTE
1993;4308204;399710;399710;FLORES DA CUNHA;RS;SUL
1993;3510204;68530;68530;CAPAO BONITO;SP;SUDESTE
1993;3517802;70120;70120;GUARACAI;SP;SUDESTE
1993;3521206;895250;895250;IPORANGA;SP;SUDESTE
1993;5007909;1550070;1550070;SIDROLANDIA;MS;CENTRO-OESTE
1993;3500101;101650;101650;ADAMANTINA;SP;SUDESTE
1993;3525104;744410;744410;JARDINOPOLIS;SP;SUDESTE
1993;3535509;112400;112400;PARAGUACU PAULISTA;SP;SUDESTE
1993;3542203;45100;45100;RANCHARIA;SP;SUDESTE
1993;3542408;52040;52040;REGENTE FEIJO;SP;SUDESTE
1993;3542505;25790;25790;REGINOPOLIS;SP;SUDESTE
1993;3554201;59680;59680;TEJUPA;SP;SUDESTE
1993;4100107;39400;39400;ABATIA;PR;SUL
1993;5008301;583890;583890;TRES LAGOAS;MS;CENTRO-OESTE
1993;5200130;22000;22000;ACREUNA;GO;CENTRO-OESTE
1993;5204500;581325;581325;CALDAS NOVAS;GO;CENTRO-OESTE
1993;4117301;200;200;ORTIGUEIRA;PR;SUL
1993;4217209;19220;19220;SAO MIGUEL DO OESTE;SC;SUL
1993;5000602;362870;362870;AMAMBAI;MS;CENTRO-OESTE
1993;5003750;109450;109450;ELDORADO;MS;CENTRO-OESTE
1993;5007100;64570;64570;RIBAS DO RIO PARDO;MS;CENTRO-OESTE
1993;3508005;84810;84810;BURI;SP;SUDESTE
1993;3538800;12000;12000;PIRAJU;SP;SUDESTE
1993;4101502;318860;318860;ARAPONGAS;PR;SUL
1993;4103904;800;800;CAMPINA DA LAGOA;PR;SUL
1993;4104005;600;600;CAMPINA GRANDE DO SUL;PR;SUL
1993;4107608;8680;8680;FAXINAL;PR;SUL
1993;4111508;246060;246060;IVAIPORA;PR;SUL
1993;4111800;232600;232600;JACAREZINHO;PR;SUL
1993;4114000;152000;152000;MAMBORE;PR;SUL
1993;4114205;47000;47000;MANDAGUARI;PR;SUL
1993;4120906;60960;60960;QUEDAS DO IGUACU;PR;SUL
1993;4204301;173920;173920;CONCORDIA;SC;SUL
1993;4208102;122380;122380;ITAIOPOLIS;SC;SUL
1993;5007704;5400;5400;SETE QUEDAS;MS;CENTRO-OESTE
1993;2204509;4000;4000;GUADALUPE;PI;NORDESTE
1993;2208407;315470;315470;PIRIPIRI;PI;NORDESTE
1993;2307308;47000;47000;JUAZEIRO DO NORTE;CE;NORDESTE
1993;2403102;22700;22700;CURRAIS NOVOS;RN;NORDESTE
1993;2503700;23150;23150;CAJAZEIRAS;PB;NORDESTE
1993;2606607;251770;251770;IBIMIRIM;PE;NORDESTE
1993;2801400;87760;87760;CARIRA;SE;NORDESTE
1993;2802007;47110;47110;DIVINA PASTORA;SE;NORDESTE
1993;1702904;3400;3400;TAGUATINGA;TO;NORTE
1993;5215609;33300;33300;PADRE BERNARDO;GO;CENTRO-OESTE
1993;2209905;48400;48400;*;PI;NORDESTE
1993;2304101;209395;209395;*;CE;NORDESTE
1993;2101203;518630;518630;BACABAL;MA;NORDESTE
1993;3304604;136370;136370;SANTA MARIA MADALENA;RJ;SUDESTE
1993;4204506;22120;22120;CORUPA;SC;SUL
1993;4214005;815050;815050;PRESIDENTE GETULIO;SC;SUL
1993;4219600;225910;225910;XAVANTINA;SC;SUL
1993;4320506;813990;813990;SERTAO;RS;SUL
1993;4320808;391020;391020;SOLEDADE;RS;SUL
1993;4304403;341950;341950;CANELA;RS;SUL
1993;4314409;570670;570670;PELOTAS;RS;SUL
1993;2611805;72980;72980;RIBEIRAO;PE;NORDESTE
1993;2907208;3020580;3020580;CASA NOVA;BA;NORDESTE
1993;2916401;975830;975830;ITAPETINGA;BA;NORDESTE
1993;3112306;35050;35050;CAPELINHA;MG;SUDESTE
1993;3139000;141225;141225;MACHADO;MG;SUDESTE
1993;3304000;683010;683010;PIRAI;RJ;SUDESTE
1993;3305805;112520;112520;TERESOPOLIS;RJ;SUDESTE
1993;3512304;170110;170110;CONCHAS;SP;SUDESTE
1993;3515184;134925;134925;ESPIRITO SANTO DO PINHAL;SP;SUDESTE
1993;3516407;19970;19970;FRANCO DA ROCHA;SP;SUDESTE
1993;3522407;100370;100370;ITAPEVA;SP;SUDESTE
1993;3522709;12220;12220;ITAPOLIS;SP;SUDESTE
1993;3526402;21060;21060;LARANJAL PAULISTA;SP;SUDESTE
1993;3540707;66370;66370;PORTO FERREIRA;SP;SUDESTE
1993;3545008;13270;13270;SALESOPOLIS;SP;SUDESTE
1993;3545300;20840;20840;SALTO DE PIRAPORA;SP;SUDESTE
1993;3546306;43710;43710;SANTA CRUZ DAS PALMEIRAS;SP;SUDESTE
1993;3546802;73900;73900;SANTA ISABEL;SP;SUDESTE
1993;3552101;18000;18000;SOCORRO;SP;SUDESTE
1993;3555003;70440;70440;TUPA;SP;SUDESTE
1993;4313518;107470;107470;CAPAO DA CANOA;RS;SUL
1993;4320107;10700;10700;SARANDI;RS;SUL
1993;5212200;663175;663175;JUSSARA;GO;CENTRO-OESTE
1993;2702304;1039830;1039830;CORURIPE;AL;NORDESTE
1993;2923106;282390;282390;OLINDINA;BA;NORDESTE
1993;2931001;302260;302260;TANHACU;BA;NORDESTE
1993;2502500;30550;30550;BOQUEIRAO;PB;NORDESTE
1993;2933209;6200;6200;VERA CRUZ;BA;NORDESTE
1993;5104602;2316275;2316275;ITIQUIRA;MT;CENTRO-OESTE
1993;1100300;754195;754195;VILHENA;RO;NORTE
1993;3125106;214260;214260;EXTREMA;MG;SUDESTE
1993;5106290;26040;26040;NOVA MUTUM;MT;CENTRO-OESTE
1993;5200903;486475;486475;AMORINOPOLIS;GO;CENTRO-OESTE
1993;4211201;100700;100700;*;SC;SUL
1993;2805901;42950;42950;RIACHUELO;SE;NORDESTE
1993;3506100;90410;90410;BEBEDOURO;SP;SUDESTE
1993;3538907;271770;271770;PIRAJUI;SP;SUDESTE
1993;4204508;133860;133860;*;SC;SUL
1993;5103207;1261790;1261790;COLIDER;MT;CENTRO-OESTE
1993;2401703;79550;79550;BOM JESUS;RN;NORDESTE
1993;3505308;1880;1880;BARRA BONITA;SP;SUDESTE
1993;3517101;48120;48120;GLICERIO;SP;SUDESTE
1993;3533700;440;440;OCAUCU;SP;SUDESTE
1993;3516504;50700;50700;GABRIEL MONTEIRO;SP;SUDESTE
1993;3202402;624140;624140;GUARAPARI;ES;SUDESTE
1993;3527603;107690;107690;LUIS ANTONIO;SP;SUDESTE
1993;3131300;227665;227665;IPATINGA;MG;SUDESTE
1993;4320700;24220;24220;SOBRADINHO;RS;SUL
1993;3508803;496720;496720;CAFELANDIA;SP;SUDESTE
1993;3515508;188380;188380;FERNANDOPOLIS;SP;SUDESTE
1993;3519805;27000;27000;ICEM;SP;SUDESTE
1993;3529207;135860;135860;MARTINOPOLIS;SP;SUDESTE
1993;5002109;539450;539450;BELA VISTA;MS;CENTRO-OESTE
1993;5002400;90010;90010;CAARAPO;MS;CENTRO-OESTE
1993;5005000;92680;92680;JARDIM;MS;CENTRO-OESTE
